"query","column","value"
"08_card_by_year","Card[Card]","5413"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","80492.15"
"08_card_by_year","[Txn]","1237"
"08_card_by_year","[Decline]","0.0194017784963622"
"08_card_by_year","Card[Card]","190"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","10669.51"
"08_card_by_year","[Txn]","214"
"08_card_by_year","[Decline]","0.014018691588785"
"08_card_by_year","Card[Card]","96"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","11000.32"
"08_card_by_year","[Txn]","188"
"08_card_by_year","[Decline]","0.0159574468085106"
"08_card_by_year","Card[Card]","3475"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","14237.31"
"08_card_by_year","[Txn]","296"
"08_card_by_year","[Decline]","0.0135135135135135"
"08_card_by_year","Card[Card]","4525"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","9844.99"
"08_card_by_year","[Txn]","177"
"08_card_by_year","[Decline]","0.0169491525423729"
"08_card_by_year","Card[Card]","5078"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","7083.53"
"08_card_by_year","[Txn]","259"
"08_card_by_year","[Decline]","0.00386100386100386"
"08_card_by_year","Card[Card]","1187"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","12673.03"
"08_card_by_year","[Txn]","323"
"08_card_by_year","[Decline]","0.00928792569659443"
"08_card_by_year","Card[Card]","2624"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","13106.84"
"08_card_by_year","[Txn]","320"
"08_card_by_year","[Decline]","0.0125"
"08_card_by_year","Card[Card]","3218"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4456.05"
"08_card_by_year","[Txn]","146"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","2481"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3099.2"
"08_card_by_year","[Txn]","104"
"08_card_by_year","[Decline]","0.0192307692307692"
"08_card_by_year","Card[Card]","1279"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","9481.88"
"08_card_by_year","[Txn]","367"
"08_card_by_year","[Decline]","0.0108991825613079"
"08_card_by_year","Card[Card]","4369"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","11517.99"
"08_card_by_year","[Txn]","229"
"08_card_by_year","[Decline]","0.0218340611353712"
"08_card_by_year","Card[Card]","2718"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","10497.14"
"08_card_by_year","[Txn]","168"
"08_card_by_year","[Decline]","0.00595238095238095"
"08_card_by_year","Card[Card]","5022"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","15425.57"
"08_card_by_year","[Txn]","266"
"08_card_by_year","[Decline]","0.0263157894736842"
"08_card_by_year","Card[Card]","3483"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","11693.55"
"08_card_by_year","[Txn]","318"
"08_card_by_year","[Decline]","0.0220125786163522"
"08_card_by_year","Card[Card]","4693"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","9366.73"
"08_card_by_year","[Txn]","329"
"08_card_by_year","[Decline]","0.0151975683890578"
"08_card_by_year","Card[Card]","2891"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","8163.49"
"08_card_by_year","[Txn]","209"
"08_card_by_year","[Decline]","0.0287081339712919"
"08_card_by_year","Card[Card]","2065"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","5657.76"
"08_card_by_year","[Txn]","164"
"08_card_by_year","[Decline]","0.0182926829268293"
"08_card_by_year","Card[Card]","4458"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","773"
"08_card_by_year","[Txn]","1"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","2429"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","46570.67"
"08_card_by_year","[Txn]","1289"
"08_card_by_year","[Decline]","0.0147401086113266"
"08_card_by_year","Card[Card]","2472"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","66062.12"
"08_card_by_year","[Txn]","949"
"08_card_by_year","[Decline]","0.00526870389884088"
"08_card_by_year","Card[Card]","6115"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","9051.61"
"08_card_by_year","[Txn]","144"
"08_card_by_year","[Decline]","0.0138888888888889"
"08_card_by_year","Card[Card]","4646"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","7527.06"
"08_card_by_year","[Txn]","137"
"08_card_by_year","[Decline]","0.0364963503649635"
"08_card_by_year","Card[Card]","3457"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","9850.29"
"08_card_by_year","[Txn]","189"
"08_card_by_year","[Decline]","0.0105820105820106"
"08_card_by_year","Card[Card]","2541"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","9375.07"
"08_card_by_year","[Txn]","165"
"08_card_by_year","[Decline]","0.0545454545454545"
"08_card_by_year","Card[Card]","3135"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","10480.12"
"08_card_by_year","[Txn]","161"
"08_card_by_year","[Decline]","0.0434782608695652"
"08_card_by_year","Card[Card]","4675"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","9705.6"
"08_card_by_year","[Txn]","172"
"08_card_by_year","[Decline]","0.0348837209302326"
"08_card_by_year","Card[Card]","3537"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","9441.99"
"08_card_by_year","[Txn]","156"
"08_card_by_year","[Decline]","0.0256410256410256"
"08_card_by_year","Card[Card]","5080"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","11268.66"
"08_card_by_year","[Txn]","329"
"08_card_by_year","[Decline]","0.027355623100304"
"08_card_by_year","Card[Card]","4952"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","8472.93"
"08_card_by_year","[Txn]","335"
"08_card_by_year","[Decline]","0.017910447761194"
"08_card_by_year","Card[Card]","5630"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","7480.54"
"08_card_by_year","[Txn]","297"
"08_card_by_year","[Decline]","0.0134680134680135"
"08_card_by_year","Card[Card]","2586"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","15094.86"
"08_card_by_year","[Txn]","343"
"08_card_by_year","[Decline]","0.0233236151603499"
"08_card_by_year","Card[Card]","5211"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","4477.44"
"08_card_by_year","[Txn]","143"
"08_card_by_year","[Decline]","0.013986013986014"
"08_card_by_year","Card[Card]","195"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","4772.15"
"08_card_by_year","[Txn]","284"
"08_card_by_year","[Decline]","0.00704225352112676"
"08_card_by_year","Card[Card]","3492"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","16225.16"
"08_card_by_year","[Txn]","461"
"08_card_by_year","[Decline]","0.0130151843817787"
"08_card_by_year","Card[Card]","958"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","17466.92"
"08_card_by_year","[Txn]","514"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","5556"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","19967.6"
"08_card_by_year","[Txn]","240"
"08_card_by_year","[Decline]","0.0166666666666667"
"08_card_by_year","Card[Card]","4968"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","1770.13"
"08_card_by_year","[Txn]","69"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","2129"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","27353.85"
"08_card_by_year","[Txn]","529"
"08_card_by_year","[Decline]","0.0151228733459357"
"08_card_by_year","Card[Card]","5803"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","16828.46"
"08_card_by_year","[Txn]","221"
"08_card_by_year","[Decline]","0.0271493212669683"
"08_card_by_year","Card[Card]","5712"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","39866.03"
"08_card_by_year","[Txn]","1145"
"08_card_by_year","[Decline]","0.0165938864628821"
"08_card_by_year","Card[Card]","4991"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","2736.73"
"08_card_by_year","[Txn]","126"
"08_card_by_year","[Decline]","0.0158730158730159"
"08_card_by_year","Card[Card]","977"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","11288.68"
"08_card_by_year","[Txn]","226"
"08_card_by_year","[Decline]","0.0221238938053097"
"08_card_by_year","Card[Card]","6025"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","24200.73"
"08_card_by_year","[Txn]","345"
"08_card_by_year","[Decline]","0.0318840579710145"
"08_card_by_year","Card[Card]","1122"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","12598.9"
"08_card_by_year","[Txn]","188"
"08_card_by_year","[Decline]","0.0425531914893617"
"08_card_by_year","Card[Card]","2406"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","8089.66"
"08_card_by_year","[Txn]","237"
"08_card_by_year","[Decline]","0.0253164556962025"
"08_card_by_year","Card[Card]","265"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","18201.24"
"08_card_by_year","[Txn]","476"
"08_card_by_year","[Decline]","0.0189075630252101"
"08_card_by_year","Card[Card]","1365"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","22413.06"
"08_card_by_year","[Txn]","581"
"08_card_by_year","[Decline]","0.00860585197934595"
"08_card_by_year","Card[Card]","4880"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","9532.05"
"08_card_by_year","[Txn]","250"
"08_card_by_year","[Decline]","0.008"
"08_card_by_year","Card[Card]","1230"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","16764.71"
"08_card_by_year","[Txn]","836"
"08_card_by_year","[Decline]","0.0119617224880383"
"08_card_by_year","Card[Card]","3466"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","22652.09"
"08_card_by_year","[Txn]","472"
"08_card_by_year","[Decline]","0.0233050847457627"
"08_card_by_year","Card[Card]","6051"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","15044.63"
"08_card_by_year","[Txn]","236"
"08_card_by_year","[Decline]","0.0127118644067797"
"08_card_by_year","Card[Card]","2823"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","35793.36"
"08_card_by_year","[Txn]","700"
"08_card_by_year","[Decline]","0.0257142857142857"
"08_card_by_year","Card[Card]","2703"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","4523.42"
"08_card_by_year","[Txn]","139"
"08_card_by_year","[Decline]","0.0359712230215827"
"08_card_by_year","Card[Card]","5666"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","9493.4"
"08_card_by_year","[Txn]","229"
"08_card_by_year","[Decline]","0.0131004366812227"
"08_card_by_year","Card[Card]","3000"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","9253.63"
"08_card_by_year","[Txn]","210"
"08_card_by_year","[Decline]","0.0142857142857143"
"08_card_by_year","Card[Card]","5018"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","4211.95"
"08_card_by_year","[Txn]","151"
"08_card_by_year","[Decline]","0.00662251655629139"
"08_card_by_year","Card[Card]","2419"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","2074.94"
"08_card_by_year","[Txn]","106"
"08_card_by_year","[Decline]","0.00943396226415094"
"08_card_by_year","Card[Card]","3727"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","16524.41"
"08_card_by_year","[Txn]","318"
"08_card_by_year","[Decline]","0.0314465408805031"
"08_card_by_year","Card[Card]","1222"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","32342.83"
"08_card_by_year","[Txn]","1459"
"08_card_by_year","[Decline]","0.00959561343385881"
"08_card_by_year","Card[Card]","2241"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","16181.7"
"08_card_by_year","[Txn]","298"
"08_card_by_year","[Decline]","0.0134228187919463"
"08_card_by_year","Card[Card]","320"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","39950.79"
"08_card_by_year","[Txn]","654"
"08_card_by_year","[Decline]","0.018348623853211"
"08_card_by_year","Card[Card]","4576"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","25079.51"
"08_card_by_year","[Txn]","761"
"08_card_by_year","[Decline]","0.0341655716162943"
"08_card_by_year","Card[Card]","1353"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","25460.12"
"08_card_by_year","[Txn]","713"
"08_card_by_year","[Decline]","0.00280504908835905"
"08_card_by_year","Card[Card]","2267"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","28168.36"
"08_card_by_year","[Txn]","502"
"08_card_by_year","[Decline]","0.0219123505976096"
"08_card_by_year","Card[Card]","4698"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","3503.35"
"08_card_by_year","[Txn]","119"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","3808"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","11953.21"
"08_card_by_year","[Txn]","606"
"08_card_by_year","[Decline]","0.0099009900990099"
"08_card_by_year","Card[Card]","4668"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","8217.65"
"08_card_by_year","[Txn]","159"
"08_card_by_year","[Decline]","0.0188679245283019"
"08_card_by_year","Card[Card]","2962"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","23185.01"
"08_card_by_year","[Txn]","752"
"08_card_by_year","[Decline]","0.0146276595744681"
"08_card_by_year","Card[Card]","5282"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","68701.01"
"08_card_by_year","[Txn]","724"
"08_card_by_year","[Decline]","0.00966850828729282"
"08_card_by_year","Card[Card]","5388"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","13267.47"
"08_card_by_year","[Txn]","293"
"08_card_by_year","[Decline]","0.00341296928327645"
"08_card_by_year","Card[Card]","2689"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","4134.59"
"08_card_by_year","[Txn]","204"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","3829"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","3850.94"
"08_card_by_year","[Txn]","112"
"08_card_by_year","[Decline]","0.0267857142857143"
"08_card_by_year","Card[Card]","4492"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","4123.91"
"08_card_by_year","[Txn]","185"
"08_card_by_year","[Decline]","0.00540540540540541"
"08_card_by_year","Card[Card]","4340"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","22809.38"
"08_card_by_year","[Txn]","718"
"08_card_by_year","[Decline]","0.0334261838440111"
"08_card_by_year","Card[Card]","3052"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","9227.22"
"08_card_by_year","[Txn]","318"
"08_card_by_year","[Decline]","0.0157232704402516"
"08_card_by_year","Card[Card]","3918"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","18342.95"
"08_card_by_year","[Txn]","373"
"08_card_by_year","[Decline]","0.0134048257372654"
"08_card_by_year","Card[Card]","5938"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","8610.7"
"08_card_by_year","[Txn]","168"
"08_card_by_year","[Decline]","0.0238095238095238"
"08_card_by_year","Card[Card]","1175"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","8132.83"
"08_card_by_year","[Txn]","200"
"08_card_by_year","[Decline]","0.02"
"08_card_by_year","Card[Card]","2276"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","4810.72"
"08_card_by_year","[Txn]","281"
"08_card_by_year","[Decline]","0.00711743772241993"
"08_card_by_year","Card[Card]","4669"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","6364.57"
"08_card_by_year","[Txn]","153"
"08_card_by_year","[Decline]","0.0130718954248366"
"08_card_by_year","Card[Card]","3705"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","3933.26"
"08_card_by_year","[Txn]","82"
"08_card_by_year","[Decline]","0.0365853658536585"
"08_card_by_year","Card[Card]","199"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","24230.7"
"08_card_by_year","[Txn]","727"
"08_card_by_year","[Decline]","0.0123796423658872"
"08_card_by_year","Card[Card]","4557"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","13907.03"
"08_card_by_year","[Txn]","447"
"08_card_by_year","[Decline]","0.0111856823266219"
"08_card_by_year","Card[Card]","5014"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","6151.23"
"08_card_by_year","[Txn]","346"
"08_card_by_year","[Decline]","0.0144508670520231"
"08_card_by_year","Card[Card]","3986"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","21054.96"
"08_card_by_year","[Txn]","474"
"08_card_by_year","[Decline]","0.0126582278481013"
"08_card_by_year","Card[Card]","3645"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","10443.85"
"08_card_by_year","[Txn]","210"
"08_card_by_year","[Decline]","0.0142857142857143"
"08_card_by_year","Card[Card]","4540"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","12974.75"
"08_card_by_year","[Txn]","391"
"08_card_by_year","[Decline]","0.00767263427109974"
"08_card_by_year","Card[Card]","114"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","13524.1"
"08_card_by_year","[Txn]","247"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","2302"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","10413.55"
"08_card_by_year","[Txn]","137"
"08_card_by_year","[Decline]","0.0145985401459854"
"08_card_by_year","Card[Card]","991"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","6766.03"
"08_card_by_year","[Txn]","435"
"08_card_by_year","[Decline]","0.0183908045977011"
"08_card_by_year","Card[Card]","2532"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","11227.93"
"08_card_by_year","[Txn]","428"
"08_card_by_year","[Decline]","0.00934579439252336"
"08_card_by_year","Card[Card]","2828"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","10376.66"
"08_card_by_year","[Txn]","146"
"08_card_by_year","[Decline]","0.0205479452054795"
"08_card_by_year","Card[Card]","4202"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","9888.54"
"08_card_by_year","[Txn]","225"
"08_card_by_year","[Decline]","0.00888888888888889"
"08_card_by_year","Card[Card]","4957"
"08_card_by_year","Date[Year]","2019"
"08_card_by_year","[Spend]","13066.22"
